Hour,DryBulbTemp_C,RelativeHumidity_%,Pressure_kPa,WindSpeed_m/s
4714,22.11,63.55,101.3,2.5
4715,22.1,63.56,101.3,2.5
4716,22.1,63.57,101.3,2.5
4717,22.09,63.58,101.3,2.5
4718,22.09,63.59,101.3,2.5
4719,22.08,63.6,101.3,2.5
4720,22.07,63.61,101.3,2.5
4721,22.07,63.62,101.3,2.5
4722,22.06,63.63,101.3,2.5
4723,22.06,63.64,101.3,2.5
4724,22.05,63.65,101.3,2.5
4725,22.05,63.66,101.3,2.5
4726,22.04,63.67,101.3,2.5
4727,22.03,63.68,101.3,2.5
4728,22.03,63.69,101.3,2.5
4729,22.02,63.71,101.3,2.5
4730,22.02,63.72,101.3,2.5
4731,22.01,63.73,101.3,2.5
4732,22.01,63.74,101.3,2.5
4733,22,63.75,101.3,2.5
4734,22,63.76,101.3,2.5
4735,21.99,63.77,101.3,2.5
4736,21.98,63.78,101.3,2.5
4737,21.98,63.79,101.3,2.5
4738,21.97,63.8,101.3,2.5
4739,21.97,63.81,101.3,2.5
4740,21.96,63.82,101.3,2.5
4741,21.96,63.83,101.3,2.5
4742,21.95,63.84,101.3,2.5
4743,21.95,63.85,101.3,2.5
4744,21.94,63.86,101.3,2.5
4745,21.93,63.87,101.3,2.5
4746,21.93,63.88,101.3,2.5
4747,21.92,63.89,101.3,2.5
4748,21.92,63.9,101.3,2.5
4749,21.91,63.91,101.3,2.5
4750,21.91,63.92,101.3,2.5
4751,21.9,63.93,101.3,2.5
4752,21.9,63.94,101.3,2.5
4753,21.89,63.95,101.3,2.5
4754,21.89,63.97,101.3,2.5
4755,21.88,63.98,101.3,2.5
4756,21.87,63.99,101.3,2.5
4757,21.87,64,101.3,2.5
4758,21.86,64.01,101.3,2.5
4759,21.86,64.02,101.3,2.5
4760,21.85,64.03,101.3,2.5
4761,21.85,64.04,101.3,2.5
4762,21.84,64.05,101.3,2.5
4763,21.84,64.06,101.3,2.5
4764,21.83,64.07,101.3,2.5
4765,21.82,64.08,101.3,2.5
4766,21.82,64.09,101.3,2.5
4767,21.81,64.1,101.3,2.5
4768,21.81,64.11,101.3,2.5
4769,21.8,64.12,101.3,2.5
4770,21.8,64.13,101.3,2.5
4771,21.79,64.14,101.3,2.5
4772,21.79,64.15,101.3,2.5
4773,21.78,64.16,101.3,2.5
4774,21.77,64.17,101.3,2.5
4775,21.77,64.18,101.3,2.5
4776,21.76,64.19,101.3,2.5
4777,21.76,64.2,101.3,2.5
4778,21.75,64.21,101.3,2.5
4779,21.75,64.22,101.3,2.5
4780,21.74,64.23,101.3,2.5
4781,21.74,64.24,101.3,2.5
4782,21.73,64.26,101.3,2.5
4783,21.73,64.27,101.3,2.5
4784,21.72,64.28,101.3,2.5
4785,21.71,64.29,101.3,2.5
4786,21.71,64.3,101.3,2.5
4787,21.7,64.31,101.3,2.5
4788,21.7,64.32,101.3,2.5
4789,21.69,64.33,101.3,2.5
4790,21.69,64.34,101.3,2.5
4791,21.68,64.35,101.3,2.5
4792,21.68,64.36,101.3,2.5
4793,21.67,64.37,101.3,2.5
4794,21.66,64.38,101.3,2.5
4795,21.66,64.39,101.3,2.5
4796,21.65,64.4,101.3,2.5
4797,21.65,64.41,101.3,2.5
4798,21.64,64.42,101.3,2.5
4799,21.64,64.43,101.3,2.5
4800,21.63,64.44,101.3,2.5
4801,21.63,64.45,101.3,2.5
4802,21.62,64.46,101.3,2.5
4803,21.62,64.47,101.3,2.5
4804,21.61,64.48,101.3,2.5
4805,21.6,64.49,101.3,2.5
4806,21.6,64.5,101.3,2.5
4807,21.59,64.51,101.3,2.5
4808,21.59,64.52,101.3,2.5
4809,21.58,64.53,101.3,2.5
4810,21.58,64.54,101.3,2.5
4811,21.57,64.55,101.3,2.5
4812,21.57,64.56,101.3,2.5
4813,21.56,64.57,101.3,2.5
4814,21.56,64.58,101.3,2.5
4815,21.55,64.59,101.3,2.5
4816,21.54,64.6,101.3,2.5
4817,21.54,64.61,101.3,2.5
4818,21.53,64.63,101.3,2.5
4819,21.53,64.64,101.3,2.5
4820,21.52,64.65,101.3,2.5
4821,21.52,64.66,101.3,2.5
4822,21.51,64.67,101.3,2.5
4823,21.51,64.68,101.3,2.5
4824,21.5,64.69,101.3,2.5
4825,21.5,64.7,101.3,2.5
4826,21.49,64.71,101.3,2.5
4827,21.48,64.72,101.3,2.5
4828,21.48,64.73,101.3,2.5
4829,21.47,64.74,101.3,2.5
4830,21.47,64.75,101.3,2.5
4831,21.46,64.76,101.3,2.5
4832,21.46,64.77,101.3,2.5
4833,21.45,64.78,101.3,2.5
4834,21.45,64.79,101.3,2.5
4835,21.44,64.8,101.3,2.5
4836,21.44,64.81,101.3,2.5
4837,21.43,64.82,101.3,2.5
4838,21.42,64.83,101.3,2.5
4839,21.42,64.84,101.3,2.5
4840,21.41,64.85,101.3,2.5
4841,21.41,64.86,101.3,2.5
4842,21.4,64.87,101.3,2.5
4843,21.4,64.88,101.3,2.5
4844,21.39,64.89,101.3,2.5
4845,21.39,64.9,101.3,2.5
4846,21.38,64.91,101.3,2.5
4847,21.38,64.92,101.3,2.5
4848,21.37,64.93,101.3,2.5
4849,21.36,64.94,101.3,2.5
4850,21.36,64.95,101.3,2.5
4851,21.35,64.96,101.3,2.5
4852,21.35,64.97,101.3,2.5
4853,21.34,64.98,101.3,2.5
4854,21.34,64.99,101.3,2.5
4855,21.33,65,101.3,2.5
4856,21.33,65.01,101.3,2.5
4857,21.32,65.02,101.3,2.5
4858,21.32,65.03,101.3,2.5
4859,21.31,65.04,101.3,2.5
4860,21.31,65.05,101.3,2.5
4861,21.3,65.06,101.3,2.5
4862,21.29,65.07,101.3,2.5
4863,21.29,65.08,101.3,2.5
4864,21.28,65.09,101.3,2.5
4865,21.28,65.1,101.3,2.5
4866,21.27,65.11,101.3,2.5
4867,21.27,65.12,101.3,2.5
4868,21.26,65.13,101.3,2.5
4869,21.26,65.14,101.3,2.5
4870,21.25,65.15,101.3,2.5
4871,21.25,65.16,101.3,2.5
4872,21.24,65.17,101.3,2.5
4873,21.24,65.18,101.3,2.5
4874,21.23,65.19,101.3,2.5
4875,21.22,65.2,101.3,2.5
4876,21.22,65.21,101.3,2.5
4877,21.21,65.22,101.3,2.5
4878,21.21,65.23,101.3,2.5
4879,21.2,65.24,101.3,2.5
4880,21.2,65.25,101.3,2.5
4881,21.19,65.26,101.3,2.5
4882,21.19,65.27,101.3,2.5
4883,21.18,65.29,101.3,2.5
4884,21.18,65.3,101.3,2.5
4885,21.17,65.31,101.3,2.5
4886,21.17,65.32,101.3,2.5
4887,21.16,65.33,101.3,2.5
4888,21.15,65.34,101.3,2.5
4889,21.15,65.35,101.3,2.5
4890,21.14,65.36,101.3,2.5
4891,21.14,65.37,101.3,2.5
4892,21.13,65.38,101.3,2.5
4893,21.13,65.39,101.3,2.5
4894,21.12,65.4,101.3,2.5
4895,21.12,65.41,101.3,2.5
4896,21.11,65.42,101.3,2.5
4897,21.11,65.43,101.3,2.5
4898,21.1,65.44,101.3,2.5
4899,21.1,65.45,101.3,2.5
4900,21.09,65.46,101.3,2.5
4901,21.08,65.47,101.3,2.5
4902,21.08,65.48,101.3,2.5
4903,21.07,65.49,101.3,2.5
4904,21.07,65.5,101.3,2.5
4905,21.06,65.51,101.3,2.5
4906,21.06,65.52,101.3,2.5
4907,21.05,65.53,101.3,2.5
4908,21.05,65.54,101.3,2.5
4909,21.04,65.55,101.3,2.5
4910,21.04,65.56,101.3,2.5
4911,21.03,65.57,101.3,2.5
4912,21.03,65.58,101.3,2.5
4913,21.02,65.59,101.3,2.5
4914,21.02,65.6,101.3,2.5
4915,21.01,65.61,101.3,2.5
4916,21,65.62,101.3,2.5
4917,21,65.63,101.3,2.5
4918,20.99,65.64,101.3,2.5
4919,20.99,65.65,101.3,2.5
4920,20.98,65.66,101.3,2.5
4921,20.98,65.67,101.3,2.5
4922,20.97,65.68,101.3,2.5
4923,20.97,65.69,101.3,2.5
4924,20.96,65.7,101.3,2.5
4925,20.96,65.71,101.3,2.5
4926,20.95,65.72,101.3,2.5
4927,20.95,65.73,101.3,2.5
4928,20.94,65.74,101.3,2.5
4929,20.94,65.75,101.3,2.5
4930,20.93,65.76,101.3,2.5
4931,20.93,65.77,101.3,2.5
4932,20.92,65.78,101.3,2.5
4933,20.91,65.78,101.3,2.5
4934,20.91,65.79,101.3,2.5
4935,20.9,65.8,101.3,2.5
4936,20.9,65.81,101.3,2.5
4937,20.89,65.82,101.3,2.5
4938,20.89,65.83,101.3,2.5
4939,20.88,65.84,101.3,2.5
4940,20.88,65.85,101.3,2.5
4941,20.87,65.86,101.3,2.5
4942,20.87,65.87,101.3,2.5
4943,20.86,65.88,101.3,2.5
4944,20.86,65.89,101.3,2.5
4945,20.85,65.9,101.3,2.5
4946,20.85,65.91,101.3,2.5
4947,20.84,65.92,101.3,2.5
4948,20.84,65.93,101.3,2.5
4949,20.83,65.94,101.3,2.5
4950,20.82,65.95,101.3,2.5
4951,20.82,65.96,101.3,2.5
4952,20.81,65.97,101.3,2.5
4953,20.81,65.98,101.3,2.5
4954,20.8,65.99,101.3,2.5
4955,20.8,66,101.3,2.5
4956,20.79,66.01,101.3,2.5
4957,20.79,66.02,101.3,2.5
4958,20.78,66.03,101.3,2.5
4959,20.78,66.04,101.3,2.5
4960,20.77,66.05,101.3,2.5
4961,20.77,66.06,101.3,2.5
4962,20.76,66.07,101.3,2.5
4963,20.76,66.08,101.3,2.5
4964,20.75,66.09,101.3,2.5
4965,20.75,66.1,101.3,2.5
4966,20.74,66.11,101.3,2.5
4967,20.74,66.12,101.3,2.5
4968,20.73,66.13,101.3,2.5
4969,20.73,66.14,101.3,2.5
4970,20.72,66.15,101.3,2.5
4971,20.71,66.16,101.3,2.5
4972,20.71,66.17,101.3,2.5
4973,20.7,66.18,101.3,2.5
4974,20.7,66.19,101.3,2.5
4975,20.69,66.2,101.3,2.5
4976,20.69,66.21,101.3,2.5
4977,20.68,66.22,101.3,2.5
4978,20.68,66.23,101.3,2.5
4979,20.67,66.24,101.3,2.5
4980,20.67,66.25,101.3,2.5
4981,20.66,66.26,101.3,2.5
4982,20.66,66.27,101.3,2.5
4983,20.65,66.28,101.3,2.5
4984,20.65,66.29,101.3,2.5
4985,20.64,66.3,101.3,2.5
4986,20.64,66.31,101.3,2.5
4987,20.63,66.32,101.3,2.5
4988,20.63,66.33,101.3,2.5
4989,20.62,66.34,101.3,2.5
4990,20.62,66.35,101.3,2.5
4991,20.61,66.36,101.3,2.5
4992,20.61,66.37,101.3,2.5
4993,20.6,66.38,101.3,2.5
4994,20.59,66.38,101.3,2.5
4995,20.59,66.39,101.3,2.5
4996,20.58,66.4,101.3,2.5
4997,20.58,66.41,101.3,2.5
4998,20.57,66.42,101.3,2.5
4999,20.57,66.43,101.3,2.5
5000,20.56,66.44,101.3,2.5
5001,20.56,66.45,101.3,2.5
5002,20.55,66.46,101.3,2.5
5003,20.55,66.47,101.3,2.5
5004,20.54,66.48,101.3,2.5
5005,20.54,66.49,101.3,2.5
5006,20.53,66.5,101.3,2.5
5007,20.53,66.51,101.3,2.5
5008,20.52,66.52,101.3,2.5
5009,20.52,66.53,101.3,2.5
5010,20.51,66.54,101.3,2.5
5011,20.51,66.55,101.3,2.5
5012,20.5,66.56,101.3,2.5
5013,20.5,66.57,101.3,2.5
5014,20.49,66.58,101.3,2.5
5015,20.49,66.59,101.3,2.5
5016,20.48,66.6,101.3,2.5
5017,20.48,66.61,101.3,2.5
5018,20.47,66.62,101.3,2.5
5019,20.47,66.63,101.3,2.5
5020,20.46,66.64,101.3,2.5
5021,20.46,66.65,101.3,2.5
5022,20.45,66.66,101.3,2.5
5023,20.44,66.67,101.3,2.5
5024,20.44,66.68,101.3,2.5
5025,20.43,66.68,101.3,2.5
5026,20.43,66.69,101.3,2.5
5027,20.42,66.7,101.3,2.5
5028,20.42,66.71,101.3,2.5
5029,20.41,66.72,101.3,2.5
5030,20.41,66.73,101.3,2.5
5031,20.4,66.74,101.3,2.5
5032,20.4,66.75,101.3,2.5
5033,20.39,66.76,101.3,2.5
5034,20.39,66.77,101.3,2.5
5035,20.38,66.78,101.3,2.5
5036,20.38,66.79,101.3,2.5
5037,20.37,66.8,101.3,2.5
5038,20.37,66.81,101.3,2.5
5039,20.36,66.82,101.3,2.5
5040,20.36,66.83,101.3,2.5
5041,20.35,66.84,101.3,2.5
5042,20.35,66.85,101.3,2.5
5043,20.34,66.86,101.3,2.5
5044,20.34,66.87,101.3,2.5
5045,20.33,66.88,101.3,2.5
5046,20.33,66.89,101.3,2.5
5047,20.32,66.9,101.3,2.5
5048,20.32,66.91,101.3,2.5
5049,20.31,66.92,101.3,2.5
5050,20.31,66.92,101.3,2.5
5051,20.3,66.93,101.3,2.5
5052,20.3,66.94,101.3,2.5
5053,20.29,66.95,101.3,2.5
5054,20.29,66.96,101.3,2.5
5055,20.28,66.97,101.3,2.5
5056,20.28,66.98,101.3,2.5
5057,20.27,66.99,101.3,2.5
5058,20.27,67,101.3,2.5
5059,20.26,67.01,101.3,2.5
5060,20.26,67.02,101.3,2.5
5061,20.25,67.03,101.3,2.5
5062,20.25,67.04,101.3,2.5
5063,20.24,67.05,101.3,2.5
5064,20.24,67.06,101.3,2.5
5065,20.23,67.07,101.3,2.5
5066,20.23,67.08,101.3,2.5
5067,20.22,67.09,101.3,2.5
5068,20.22,67.1,101.3,2.5
5069,20.21,67.11,101.3,2.5
5070,20.21,67.11,101.3,2.5
5071,20.2,67.12,101.3,2.5
5072,20.2,67.13,101.3,2.5
5073,20.19,67.14,101.3,2.5
5074,20.19,67.15,101.3,2.5
5075,20.18,67.16,101.3,2.5
5076,20.18,67.17,101.3,2.5
5077,20.17,67.18,101.3,2.5
5078,20.17,67.19,101.3,2.5
5079,20.16,67.2,101.3,2.5
5080,20.16,67.21,101.3,2.5
5081,20.15,67.22,101.3,2.5
5082,20.14,67.23,101.3,2.5
5083,20.14,67.24,101.3,2.5
5084,20.13,67.25,101.3,2.5
5085,20.13,67.26,101.3,2.5
5086,20.12,67.27,101.3,2.5
5087,20.12,67.28,101.3,2.5
5088,20.11,67.28,101.3,2.5
5089,20.11,67.29,101.3,2.5
5090,20.1,67.3,101.3,2.5
5091,20.1,67.31,101.3,2.5
5092,20.09,67.32,101.3,2.5
5093,20.09,67.33,101.3,2.5
5094,20.08,67.34,101.3,2.5
5095,20.08,67.35,101.3,2.5
5096,20.07,67.36,101.3,2.5
5097,20.07,67.37,101.3,2.5
5098,20.06,67.38,101.3,2.5
5099,20.06,67.39,101.3,2.5
5100,20.05,67.4,101.3,2.5
5101,20.05,67.41,101.3,2.5
5102,20.04,67.42,101.3,2.5
5103,20.04,67.43,101.3,2.5
5104,20.03,67.43,101.3,2.5
5105,20.03,67.44,101.3,2.5
5106,20.02,67.45,101.3,2.5
5107,20.02,67.46,101.3,2.5
5108,20.01,67.47,101.3,2.5
5109,20.01,67.48,101.3,2.5
5110,20,67.49,101.3,2.5
5111,20,67.5,101.3,2.5
5112,20,67.51,101.3,2.5
5113,19.99,67.52,101.3,2.5
5114,19.99,67.53,101.3,2.5
5115,19.98,67.54,101.3,2.5
5116,19.98,67.55,101.3,2.5
5117,19.97,67.56,101.3,2.5
5118,19.97,67.57,101.3,2.5
5119,19.96,67.57,101.3,2.5
5120,19.96,67.58,101.3,2.5
5121,19.95,67.59,101.3,2.5
5122,19.95,67.6,101.3,2.5
5123,19.94,67.61,101.3,2.5
5124,19.94,67.62,101.3,2.5
5125,19.93,67.63,101.3,2.5
5126,19.93,67.64,101.3,2.5
5127,19.92,67.65,101.3,2.5
5128,19.92,67.66,101.3,2.5
5129,19.91,67.67,101.3,2.5
5130,19.91,67.68,101.3,2.5
5131,19.9,67.69,101.3,2.5
5132,19.9,67.69,101.3,2.5
5133,19.89,67.7,101.3,2.5
5134,19.89,67.71,101.3,2.5
5135,19.88,67.72,101.3,2.5
5136,19.88,67.73,101.3,2.5
5137,19.87,67.74,101.3,2.5
5138,19.87,67.75,101.3,2.5
5139,19.86,67.76,101.3,2.5
5140,19.86,67.77,101.3,2.5
5141,19.85,67.78,101.3,2.5
5142,19.85,67.79,101.3,2.5
5143,19.84,67.8,101.3,2.5
5144,19.84,67.81,101.3,2.5
5145,19.83,67.81,101.3,2.5
5146,19.83,67.82,101.3,2.5
5147,19.82,67.83,101.3,2.5
5148,19.82,67.84,101.3,2.5
5149,19.81,67.85,101.3,2.5
5150,19.81,67.86,101.3,2.5
5151,19.8,67.87,101.3,2.5
5152,19.8,67.88,101.3,2.5
5153,19.79,67.89,101.3,2.5
5154,19.79,67.9,101.3,2.5
5155,19.78,67.91,101.3,2.5
5156,19.78,67.92,101.3,2.5
5157,19.77,67.92,101.3,2.5
5158,19.77,67.93,101.3,2.5
5159,19.76,67.94,101.3,2.5
5160,19.76,67.95,101.3,2.5
5161,19.75,67.96,101.3,2.5
5162,19.75,67.97,101.3,2.5
5163,19.74,67.98,101.3,2.5
5164,19.74,67.99,101.3,2.5
5165,19.73,68,101.3,2.5
5166,19.73,68.01,101.3,2.5
5167,19.73,68.02,101.3,2.5
5168,19.72,68.02,101.3,2.5
5169,19.72,68.03,101.3,2.5
5170,19.71,68.04,101.3,2.5
5171,19.71,68.05,101.3,2.5
5172,19.7,68.06,101.3,2.5
5173,19.7,68.07,101.3,2.5
5174,19.69,68.08,101.3,2.5
5175,19.69,68.09,101.3,2.5
5176,19.68,68.1,101.3,2.5
5177,19.68,68.11,101.3,2.5
5178,19.67,68.12,101.3,2.5
5179,19.67,68.12,101.3,2.5
5180,19.66,68.13,101.3,2.5
5181,19.66,68.14,101.3,2.5
5182,19.65,68.15,101.3,2.5
5183,19.65,68.16,101.3,2.5
5184,19.64,68.17,101.3,2.5
5185,19.64,68.18,101.3,2.5
5186,19.63,68.19,101.3,2.5
5187,19.63,68.2,101.3,2.5
5188,19.62,68.21,101.3,2.5
5189,19.62,68.21,101.3,2.5
5190,19.61,68.22,101.3,2.5
5191,19.61,68.23,101.3,2.5
5192,19.6,68.24,101.3,2.5
5193,19.6,68.25,101.3,2.5
5194,19.59,68.26,101.3,2.5
5195,19.59,68.27,101.3,2.5
5196,19.59,68.28,101.3,2.5
5197,19.58,68.29,101.3,2.5
5198,19.58,68.3,101.3,2.5
5199,19.57,68.3,101.3,2.5
5200,19.57,68.31,101.3,2.5
5201,19.56,68.32,101.3,2.5
5202,19.56,68.33,101.3,2.5
5203,19.55,68.34,101.3,2.5
5204,19.55,68.35,101.3,2.5
5205,19.54,68.36,101.3,2.5
5206,19.54,68.37,101.3,2.5
5207,19.53,68.38,101.3,2.5
5208,19.53,68.38,101.3,2.5
5209,19.52,68.39,101.3,2.5
5210,19.52,68.4,101.3,2.5
5211,19.51,68.41,101.3,2.5
5212,19.51,68.42,101.3,2.5
5213,19.5,68.43,101.3,2.5
5214,19.5,68.44,101.3,2.5
5215,19.49,68.45,101.3,2.5
5216,19.49,68.46,101.3,2.5
5217,19.49,68.47,101.3,2.5
5218,19.48,68.47,101.3,2.5
5219,19.48,68.48,101.3,2.5
5220,19.47,68.49,101.3,2.5
5221,19.47,68.5,101.3,2.5
5222,19.46,68.51,101.3,2.5
5223,19.46,68.52,101.3,2.5
5224,19.45,68.53,101.3,2.5
5225,19.45,68.54,101.3,2.5
5226,19.44,68.54,101.3,2.5
5227,19.44,68.55,101.3,2.5
5228,19.43,68.56,101.3,2.5
5229,19.43,68.57,101.3,2.5
5230,19.42,68.58,101.3,2.5
5231,19.42,68.59,101.3,2.5
5232,19.41,68.6,101.3,2.5
5233,19.41,68.61,101.3,2.5
5234,19.41,68.62,101.3,2.5
5235,19.4,68.62,101.3,2.5
5236,19.4,68.63,101.3,2.5
5237,19.39,68.64,101.3,2.5
5238,19.39,68.65,101.3,2.5
5239,19.38,68.66,101.3,2.5
5240,19.38,68.67,101.3,2.5
5241,19.37,68.68,101.3,2.5
5242,19.37,68.69,101.3,2.5
5243,19.36,68.69,101.3,2.5
5244,19.36,68.7,101.3,2.5
5245,19.35,68.71,101.3,2.5
5246,19.35,68.72,101.3,2.5
5247,19.34,68.73,101.3,2.5
5248,19.34,68.74,101.3,2.5
5249,19.33,68.75,101.3,2.5
5250,19.33,68.76,101.3,2.5
5251,19.33,68.76,101.3,2.5
5252,19.32,68.77,101.3,2.5
5253,19.32,68.78,101.3,2.5
5254,19.31,68.79,101.3,2.5
5255,19.31,68.8,101.3,2.5
5256,19.3,68.81,101.3,2.5
5257,19.3,68.82,101.3,2.5
5258,19.29,68.83,101.3,2.5
5259,19.29,68.83,101.3,2.5
5260,19.28,68.84,101.3,2.5
5261,19.28,68.85,101.3,2.5
5262,19.27,68.86,101.3,2.5
5263,19.27,68.87,101.3,2.5
5264,19.27,68.88,101.3,2.5
5265,19.26,68.89,101.3,2.5
5266,19.26,68.89,101.3,2.5
5267,19.25,68.9,101.3,2.5
5268,19.25,68.91,101.3,2.5
5269,19.24,68.92,101.3,2.5
5270,19.24,68.93,101.3,2.5
5271,19.23,68.94,101.3,2.5
5272,19.23,68.95,101.3,2.5
5273,19.22,68.96,101.3,2.5
5274,19.22,68.96,101.3,2.5
5275,19.21,68.97,101.3,2.5
5276,19.21,68.98,101.3,2.5
5277,19.21,68.99,101.3,2.5
5278,19.2,69,101.3,2.5
5279,19.2,69.01,101.3,2.5
5280,19.19,69.02,101.3,2.5
5281,19.19,69.02,101.3,2.5
5282,19.18,69.03,101.3,2.5
5283,19.18,69.04,101.3,2.5
5284,19.17,69.05,101.3,2.5
5285,19.17,69.06,101.3,2.5
5286,19.16,69.07,101.3,2.5
5287,19.16,69.08,101.3,2.5
5288,19.15,69.08,101.3,2.5
5289,19.15,69.09,101.3,2.5
5290,19.15,69.1,101.3,2.5
5291,19.14,69.11,101.3,2.5
5292,19.14,69.12,101.3,2.5
5293,19.13,69.13,101.3,2.5
5294,19.13,69.14,101.3,2.5
5295,19.12,69.14,101.3,2.5
5296,19.12,69.15,101.3,2.5
5297,19.11,69.16,101.3,2.5
5298,19.11,69.17,101.3,2.5
5299,19.1,69.18,101.3,2.5
5300,19.1,69.19,101.3,2.5
5301,19.1,69.2,101.3,2.5
5302,19.09,69.2,101.3,2.5
5303,19.09,69.21,101.3,2.5
5304,19.08,69.22,101.3,2.5
5305,19.08,69.23,101.3,2.5
5306,19.07,69.24,101.3,2.5
5307,19.07,69.25,101.3,2.5
5308,19.06,69.25,101.3,2.5
5309,19.06,69.26,101.3,2.5
5310,19.06,69.27,101.3,2.5
5311,19.05,69.28,101.3,2.5
5312,19.05,69.29,101.3,2.5
5313,19.04,69.3,101.3,2.5
5314,19.04,69.31,101.3,2.5
5315,19.03,69.31,101.3,2.5
5316,19.03,69.32,101.3,2.5
5317,19.02,69.33,101.3,2.5
5318,19.02,69.34,101.3,2.5
5319,19.01,69.35,101.3,2.5
5320,19.01,69.36,101.3,2.5
5321,19.01,69.36,101.3,2.5
5322,19,69.37,101.3,2.5
5323,19,69.38,101.3,2.5
5324,18.99,69.39,101.3,2.5
5325,18.99,69.4,101.3,2.5
5326,18.98,69.41,101.3,2.5
5327,18.98,69.41,101.3,2.5
5328,18.97,69.42,101.3,2.5
5329,18.97,69.43,101.3,2.5
5330,18.97,69.44,101.3,2.5
5331,18.96,69.45,101.3,2.5
5332,18.96,69.46,101.3,2.5
5333,18.95,69.46,101.3,2.5
5334,18.95,69.47,101.3,2.5
5335,18.94,69.48,101.3,2.5
5336,18.94,69.49,101.3,2.5
5337,18.93,69.5,101.3,2.5
5338,18.93,69.51,101.3,2.5
5339,18.93,69.51,101.3,2.5
5340,18.92,69.52,101.3,2.5
5341,18.92,69.53,101.3,2.5
5342,18.91,69.54,101.3,2.5
5343,18.91,69.55,101.3,2.5
5344,18.9,69.56,101.3,2.5
5345,18.9,69.56,101.3,2.5
5346,18.89,69.57,101.3,2.5
5347,18.89,69.58,101.3,2.5
5348,18.89,69.59,101.3,2.5
5349,18.88,69.6,101.3,2.5
5350,18.88,69.61,101.3,2.5
5351,18.87,69.61,101.3,2.5
5352,18.87,69.62,101.3,2.5
5353,18.86,69.63,101.3,2.5
5354,18.86,69.64,101.3,2.5
5355,18.85,69.65,101.3,2.5
5356,18.85,69.66,101.3,2.5
5357,18.85,69.66,101.3,2.5
5358,18.84,69.67,101.3,2.5
5359,18.84,69.68,101.3,2.5
5360,18.83,69.69,101.3,2.5
5361,18.83,69.7,101.3,2.5
5362,18.82,69.7,101.3,2.5
5363,18.82,69.71,101.3,2.5
5364,18.82,69.72,101.3,2.5
5365,18.81,69.73,101.3,2.5
5366,18.81,69.74,101.3,2.5
5367,18.8,69.75,101.3,2.5
5368,18.8,69.75,101.3,2.5
5369,18.79,69.76,101.3,2.5
5370,18.79,69.77,101.3,2.5
5371,18.78,69.78,101.3,2.5
5372,18.78,69.79,101.3,2.5
5373,18.78,69.79,101.3,2.5
5374,18.77,69.8,101.3,2.5
5375,18.77,69.81,101.3,2.5
5376,18.76,69.82,101.3,2.5
5377,18.76,69.83,101.3,2.5
5378,18.75,69.84,101.3,2.5
5379,18.75,69.84,101.3,2.5
5380,18.75,69.85,101.3,2.5
5381,18.74,69.86,101.3,2.5
5382,18.74,69.87,101.3,2.5
5383,18.73,69.88,101.3,2.5
5384,18.73,69.88,101.3,2.5
5385,18.72,69.89,101.3,2.5
5386,18.72,69.9,101.3,2.5
5387,18.72,69.91,101.3,2.5
5388,18.71,69.92,101.3,2.5
5389,18.71,69.92,101.3,2.5
5390,18.7,69.93,101.3,2.5
5391,18.7,69.94,101.3,2.5
5392,18.69,69.95,101.3,2.5
5393,18.69,69.96,101.3,2.5
5394,18.69,69.96,101.3,2.5
5395,18.68,69.97,101.3,2.5
5396,18.68,69.98,101.3,2.5
5397,18.67,69.99,101.3,2.5
5398,18.67,70,101.3,2.5
5399,18.66,70,101.3,2.5
5400,18.66,70.01,101.3,2.5
5401,18.66,70.02,101.3,2.5
5402,18.65,70.03,101.3,2.5
5403,18.65,70.04,101.3,2.5
5404,18.64,70.04,101.3,2.5
5405,18.64,70.05,101.3,2.5
5406,18.63,70.06,101.3,2.5
5407,18.63,70.07,101.3,2.5
5408,18.63,70.08,101.3,2.5
5409,18.62,70.08,101.3,2.5
5410,18.62,70.09,101.3,2.5
5411,18.61,70.1,101.3,2.5
5412,18.61,70.11,101.3,2.5
5413,18.6,70.12,101.3,2.5
5414,18.6,70.12,101.3,2.5
5415,18.6,70.13,101.3,2.5
5416,18.59,70.14,101.3,2.5
5417,18.59,70.15,101.3,2.5
5418,18.58,70.16,101.3,2.5
5419,18.58,70.16,101.3,2.5
5420,18.57,70.17,101.3,2.5
5421,18.57,70.18,101.3,2.5
5422,18.57,70.19,101.3,2.5
5423,18.56,70.2,101.3,2.5
5424,18.56,70.2,101.3,2.5
5425,18.55,70.21,101.3,2.5
5426,18.55,70.22,101.3,2.5
5427,18.55,70.23,101.3,2.5
5428,18.54,70.24,101.3,2.5
5429,18.54,70.24,101.3,2.5
5430,18.53,70.25,101.3,2.5
5431,18.53,70.26,101.3,2.5
5432,18.52,70.27,101.3,2.5
5433,18.52,70.27,101.3,2.5
5434,18.52,70.28,101.3,2.5
5435,18.51,70.29,101.3,2.5
5436,18.51,70.3,101.3,2.5
5437,18.5,70.31,101.3,2.5
5438,18.5,70.31,101.3,2.5
5439,18.5,70.32,101.3,2.5
5440,18.49,70.33,101.3,2.5
5441,18.49,70.34,101.3,2.5
5442,18.48,70.34,101.3,2.5
5443,18.48,70.35,101.3,2.5
5444,18.47,70.36,101.3,2.5
5445,18.47,70.37,101.3,2.5
5446,18.47,70.38,101.3,2.5
5447,18.46,70.38,101.3,2.5
5448,18.46,70.39,101.3,2.5
5449,18.45,70.4,101.3,2.5
